name,location,price,area_type,area,bhk
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹56.5 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹55 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹60 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.4 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(5 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.38 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹58.4 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹57 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹60 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.37 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.38 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.46 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
,,,,,
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹58 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹57.5 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹57.51 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.39 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.4 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.39 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹57 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹59 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹60 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.38 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.37 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹58 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹58 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹60 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Imperia The Esfera
3.9","3 BHK Flat in Sector 37C, Gurgaon",₹1.37 Cr,Super Built-up Area,"1,815 sqft
(169 sqm)","3 BHK
(3 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.38 Cr,Super Built-up Area,"1,839 sqft
(171 sqm)","3 BHK
(3 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.42 Cr,Built-up Area,"1,839 sqft
(171 sqm)","3 BHK
(3 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹57.21 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹60 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹58 Lac,Super Built-up Area,"925 sqft
(86 sqm)","2 BHK
(2 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,839 sqft
(171 sqm)","3 BHK
(4 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.38 Cr,Super Built-up Area,"1,839 sqft
(171 sqm)","3 BHK
(3 Baths)"
"ILD Greens
4.0","3 BHK Flat in Sector 37C, Gurgaon",₹1.39 Cr,Super Built-up Area,"1,839 sqft
(171 sqm)","3 BHK
(3 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹57.75 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
,,,,,
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹59 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹59.5 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
Adani Aangan,"2 BHK Flat in Sector 88A, Gurgaon",₹73.7 Lac,Carpet Area,"645 sqft
(60 sqm)","2 BHK
(2 Baths)"
"Conscient Habitat
3.8","2 BHK Flat in Sector 99A, Gurgaon",₹47 Lac,Carpet Area,"481 sqft
(45 sqm)","2 BHK
(2 Baths)"
"Conscient Habitat
3.8","2 BHK Flat in Sector 99A, Gurgaon",₹46.5 Lac,Carpet Area,"481 sqft
(45 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹58.6 Lac,Carpet Area,"569 sqft
(53 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹57.4 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹57.8 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.58 Cr,Super Built-up Area,"1,428 sqft
(133 sqm)","2 BHK
(2 Baths)"
Signature The Serenas,"2 BHK Flat in Sohna, Gurgaon",₹64 Lac,Super Built-up Area,"700 sqft
(65 sqm)","2 BHK
(2 Baths)"
Signature The Serenas,"2 BHK Flat in Sohna, Gurgaon",₹65 Lac,Built-up Area,"684 sqft
(64 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹58.7 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹55.55 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹56.9 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.59 Cr,Super Built-up Area,"1,430 sqft
(133 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.56 Cr,Super Built-up Area,"1,430 sqft
(133 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.56 Cr,Super Built-up Area,"1,428 sqft
(133 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹59 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹58.5 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹58 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.57 Cr,Super Built-up Area,"1,430 sqft
(133 sqm)","2 BHK
(2 Baths)"
"Breez Global Heights
4.1","2 BHK Flat in Sohna, Gurgaon",₹65 Lac,Super Built-up Area,"700 sqft
(65 sqm)","2 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹57.5 Lac,Carpet Area,"514 sqft
(48 sqm)","2 BHK
(2 Baths)"
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹58.1 Lac,Carpet Area,"569 sqft
(53 sqm)","2 BHK
(2 Baths)"
,,,,,
"Signature The Roselia
3.7","2 BHK Flat in Sector 95A, Gurgaon",₹57.5 Lac,Carpet Area,"569 sqft
(53 sqm)","2 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"M3M The Marina
3.9","2 BHK Flat in Sector 68, Gurgaon",₹1.61 Cr,Super Built-up Area,"1,330 sqft
(124 sqm)","2 BHK
(2 Baths)"
"M3M The Marina
3.9","2 BHK Flat in Sector 68, Gurgaon",₹1.68 Cr,Super Built-up Area,"1,330 sqft
(124 sqm)","2 BHK
(2 Baths)"
"ROF Ananda
3.5","2 BHK Flat in Sector 95, Gurgaon",₹58 Lac,Carpet Area,"549 sqft
(51 sqm)","2 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"ROF Ananda
3.5","2 BHK Flat in Sector 95, Gurgaon",₹60 Lac,Carpet Area,"549 sqft
(51 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.84 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.82 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.82 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
,,,,,
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.82 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.86 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.83 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.91 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.86 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.88 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
,,,,,
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,625 sqft
(151 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.91 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(4 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Carpet Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Breez Global Heights
4.1","2 BHK Flat in Sohna, Gurgaon",₹57 Lac,Super Built-up Area,"750 sqft
(70 sqm)","2 BHK
(2 Baths)"
"Apex Our Homes
4.0","2 BHK Flat in Sector 37C, Gurgaon",₹80 Lac,Super Built-up Area,"980 sqft
(91 sqm)","2 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.91 Cr,Super Built-up Area,"1,660 sqft
(154 sqm)","3 BHK
(3 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.9 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹92 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹84 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹88 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
"Emaar Gurgaon Greens
4.1","3 BHK Flat in Sector 102, Gurgaon",₹1.88 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹88 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
,,,,,
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹85.03 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹90 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
Signature The Serenas,"2 BHK Flat in Sohna, Gurgaon",₹60 Lac,Super Built-up Area,"684 sqft
(64 sqm)","2 BHK
(2 Baths)"
Signature Global Golf Greens,"3 BHK Flat in Sector 79, Gurgaon",₹68.5 Lac,Carpet Area,"638 sqft
(59 sqm)","3 BHK
(3 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹72 Lac,Carpet Area,"596 sqft
(55 sqm)","2 BHK
(2 Baths)"
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹90 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
"Antriksh Heights
3.8","2 BHK Flat in Sector 84, Gurgaon",₹88 Lac,Super Built-up Area,"1,125 sqft
(105 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹73 Lac,Carpet Area,"596 sqft
(55 sqm)","2 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹74 Lac,Carpet Area,"632 sqft
(59 sqm)","2 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹74.5 Lac,Carpet Area,"598 sqft
(56 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.98 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Carpet Area,"1,389 sqft
(129 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹73 Lac,Carpet Area,"632 sqft
(59 sqm)","2 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹71 Lac,Carpet Area,"595 sqft
(55 sqm)","2 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹72 Lac,Carpet Area,"595 sqft
(55 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹70 Lac,Carpet Area,"665 sqft
(62 sqm)","2 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹74 Lac,Super Built-up Area,"644 sqft
(60 sqm)","2 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹72 Lac,Super Built-up Area,"644 sqft
(60 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(3 Baths)"
,,,,,
